"__leidenCluster","__mclCluster","__mcodeCluster","Host_organism_taxid","interaction","irefindex_check","mean_prob_aff","method","name","numParticipants","OP_A","OP_B","OP_check","Predicted Classes","Probability Score","Regression Value","score_norm","selected","shared interaction","shared name","stringdb_check","uidA","uidA_irefindex","uidB","uidB_irefindex"
,"1",,"","interacts with","0","0.476426234","","VGLL3 (interacts with) COL1A1",,"0","1","1","1","0.551219512","0.401632956",,"false","interacts with","VGLL3 (interacts with) COL1A1","0","A8MV65","","P02452",""
"1","1",,"","interacts with","0","0.461792209","","OOSP4A (interacts with) BGLAP",,"0","1","1","1","0.52195122","0.401633198",,"false","interacts with","OOSP4A (interacts with) BGLAP","0","A0A2R8YFL7","","P02818",""
,"1",,"","interacts with","0","0.476426258","","BGLAP (interacts with) PCBP1",,"1","0","1","1","0.551219512","0.401633003",,"false","interacts with","BGLAP (interacts with) PCBP1","0","P02818","","Q15365",""
"1","1",,"","interacts with","0","0.476426394","","BGLAP (interacts with) FAM110C",,"1","0","1","1","0.551219512","0.401633276",,"false","interacts with","BGLAP (interacts with) FAM110C","0","P02818","","Q1W6H9",""
"1","1",,"","interacts with","0","0.464231275","","BGLAP (interacts with) MECP2",,"1","0","1","1","0.526829268","0.401633282",,"false","interacts with","BGLAP (interacts with) MECP2","0","P02818","","P51608",""
,"1",,"","interacts with","0","0.476426261","","BGLAP (interacts with) DLST",,"1","0","1","1","0.551219512","0.40163301",,"false","interacts with","BGLAP (interacts with) DLST","0","P02818","","P36957",""
"1","1",,"","interacts with","0","0.476426374","","BGLAP (interacts with) GSX2",,"1","0","1","1","0.551219512","0.401633236",,"false","interacts with","BGLAP (interacts with) GSX2","0","P02818","","Q9BZM3",""
,"1","1","","interacts with","0","0.476426239","","BGLAP (interacts with) FAM219B",,"1","0","1","1","0.551219512","0.401632965",,"false","interacts with","BGLAP (interacts with) FAM219B","0","P02818","","Q5XKK7",""
,"1",,"","interacts with","0","0.464231215","","BGLAP (interacts with) PSME3IP1",,"1","0","1","1","0.526829268","0.401633161",,"false","interacts with","BGLAP (interacts with) PSME3IP1","0","P02818","","Q9GZU8",""
"1","1",,"","interacts with","0","0.476426258","","BGLAP (interacts with) EP400P1",,"1","0","1","1","0.551219512","0.401633004",,"false","interacts with","BGLAP (interacts with) EP400P1","0","P02818","","Q6ZTU2",""
"1","1",,"","interacts with","0","0.464231176","","BGLAP (interacts with) PPP4R2",,"1","0","1","1","0.526829268","0.401633085",,"false","interacts with","BGLAP (interacts with) PPP4R2","0","P02818","","Q9NY27",""
"1","1",,"","interacts with","0","0.476426283","","BGLAP (interacts with) DDI2",,"1","0","1","1","0.551219512","0.401633053",,"false","interacts with","BGLAP (interacts with) DDI2","0","P02818","","Q5TDH0",""
"1","1",,"","interacts with","0","0.46423117","","BGLAP (interacts with) C18orf21",,"1","0","1","1","0.526829268","0.401633073",,"false","interacts with","BGLAP (interacts with) C18orf21","0","P02818","","Q32NC0",""
,"1",,"","interacts with","0","0.47642627","","BGLAP (interacts with) NONO",,"1","0","1","1","0.551219512","0.401633028",,"false","interacts with","BGLAP (interacts with) NONO","0","P02818","","Q15233",""
"1","1",,"","interacts with","0","0.476426281","","BGLAP (interacts with) SP2",,"1","0","1","1","0.551219512","0.401633049",,"false","interacts with","BGLAP (interacts with) SP2","0","P02818","","Q02086",""
,"1","1","","interacts with","0","0.464231254","","BGLAP (interacts with) POLR2M",,"1","0","1","1","0.526829268","0.401633239",,"false","interacts with","BGLAP (interacts with) POLR2M","0","P02818","","P0CAP2",""
,"1",,"","interacts with","0","0.476426262","","BGLAP (interacts with) ZNF275",,"1","0","1","1","0.551219512","0.401633012",,"false","interacts with","BGLAP (interacts with) ZNF275","0","P02818","","Q9NSD4",""
"1","1",,"","interacts with","0","0.561683891","","RUNDC3B (interacts with) STK3",,"0","0","0","1","0.72195122","0.401416563",,"false","interacts with","RUNDC3B (interacts with) STK3","0","Q96NL0","","Q13188",""
,"1","1","","interacts with","0","0.476426326","","OR13C8 (interacts with) TRAF6",,"0","1","1","1","0.551219512","0.401633139",,"false","interacts with","OR13C8 (interacts with) TRAF6","0","Q8NGS7","","Q9Y4K3",""
"1","1","1","","interacts with","0","0.476426269","","MAPK14 (interacts with) YME1L1",,"1","0","1","1","0.551219512","0.401633026",,"false","interacts with","MAPK14 (interacts with) YME1L1","0","Q16539","","Q96TA2",""
,"1","1","","interacts with","0","0.466694189","","MAPK14 (interacts with) BOD1L1",,"1","0","1","1","0.531707317","0.401681061",,"false","interacts with","MAPK14 (interacts with) BOD1L1","0","Q16539","","Q8NFC6",""
"1","1","1","","interacts with","0","0.464231284","","MAPK14 (interacts with) ZNF277",,"1","0","1","1","0.526829268","0.401633299",,"false","interacts with","MAPK14 (interacts with) ZNF277","0","Q16539","","Q9NRM2",""
"1","1","1","","interacts with","0","0.476426254","","MAPK14 (interacts with) SH3RF3",,"1","0","1","1","0.551219512","0.401632995",,"false","interacts with","MAPK14 (interacts with) SH3RF3","0","Q16539","","Q8TEJ3",""
"1","1","1","","interacts with","0","0.476426237","","MAPK14 (interacts with) RASEF",,"1","0","1","1","0.551219512","0.401632961",,"false","interacts with","MAPK14 (interacts with) RASEF","0","Q16539","","Q8IZ41",""
"1","1","1","","interacts with","0","0.476426153","","MAPK14 (interacts with) UNC45A",,"1","0","1","1","0.551219512","0.401632795",,"false","interacts with","MAPK14 (interacts with) UNC45A","0","Q16539","","Q9H3U1",""
"1","1","1","","interacts with","0","0.476426158","","MAPK14 (interacts with) SRRM2",,"1","0","1","1","0.551219512","0.401632803",,"false","interacts with","MAPK14 (interacts with) SRRM2","0","Q16539","","Q9UQ35",""
"1","1","1","","interacts with","0","0.464255208","","MAPK14 (interacts with) ANKRD36B",,"1","0","1","1","0.526829268","0.401681147",,"false","interacts with","MAPK14 (interacts with) ANKRD36B","0","Q16539","","Q8N2N9",""
"1","1","1","","interacts with","0","0.476426239","","MAPK14 (interacts with) PALS1",,"1","0","1","1","0.551219512","0.401632966",,"false","interacts with","MAPK14 (interacts with) PALS1","0","Q16539","","Q8N3R9",""
"1","1","1","","interacts with","0","0.476426237","","MAPK14 (interacts with) PSD2",,"1","0","1","1","0.551219512","0.401632963",,"false","interacts with","MAPK14 (interacts with) PSD2","0","Q16539","","Q9BQI7",""
"1","1","1","","interacts with","0","0.476426236","","MAPK14 (interacts with) RAPGEFL1",,"1","0","1","1","0.551219512","0.401632959",,"false","interacts with","MAPK14 (interacts with) RAPGEFL1","0","Q16539","","Q9UHV5",""
"1","1","1","","interacts with","0","0.476426191","","MAPK14 (interacts with) ARHGAP11A",,"1","0","1","1","0.551219512","0.401632869",,"false","interacts with","MAPK14 (interacts with) ARHGAP11A","0","Q16539","","Q6P4F7",""
"1","1","1","","interacts with","0","0.692131552","","MAPK14 (interacts with) MAPK14",,"1","1","1","1","0.970731707","0.413531396",,"false","interacts with","MAPK14 (interacts with) MAPK14","0","Q16539","","Q16539",""
"1","1","1","","interacts with","0","0.476426269","","MAPK14 (interacts with) IMMT",,"1","0","1","1","0.551219512","0.401633026",,"false","interacts with","MAPK14 (interacts with) IMMT","0","Q16539","","Q16891",""
"1","1","1","","interacts with","0","0.476426227","","MAPK14 (interacts with) PRDM8",,"1","0","1","1","0.551219512","0.401632941",,"false","interacts with","MAPK14 (interacts with) PRDM8","0","Q16539","","Q9NQV8",""
"1","1",,"","interacts with","0","0.62753763","","YME1L1 (interacts with) CKMT1B",,"0","0","0","1","0.853658537","0.401416723",,"false","interacts with","YME1L1 (interacts with) CKMT1B","0","Q96TA2","","P12532",""
,"1",,"","interacts with","0","0.464216155","","YME1L1 (interacts with) BOD1L1",,"0","0","0","1","0.526829268","0.401603042",,"false","interacts with","YME1L1 (interacts with) BOD1L1","0","Q96TA2","","Q8NFC6",""
,"1",,"","interacts with","0","0.603099996","","YME1L1 (interacts with) COA7",,"0","0","0","1","0.804878049","0.401321944",,"false","interacts with","YME1L1 (interacts with) COA7","0","Q96TA2","","Q96BR5",""
"1","1","1","","interacts with","0","0.464231192","","DHRS13 (interacts with) PROCR",,"0","1","1","1","0.526829268","0.401633116",,"false","interacts with","DHRS13 (interacts with) PROCR","0","Q6UX07","","Q9UNN8",""
"1","1",,"","interacts with","0","0.464231152","","STX16 (interacts with) BGLAP",,"0","1","1","1","0.526829268","0.401633035",,"false","interacts with","STX16 (interacts with) BGLAP","0","O14662","","P02818",""
"1","1",,"","interacts with","0","0.464192201","","STX16 (interacts with) DDI2",,"0","0","0","1","0.526829268","0.401555133",,"false","interacts with","STX16 (interacts with) DDI2","0","O14662","","Q5TDH0",""
,"1",,"","interacts with","0","0.561697872","","STX16 (interacts with) AGR2",,"0","0","0","1","0.72195122","0.401444524",,"false","interacts with","STX16 (interacts with) AGR2","0","O14662","","O95994",""
"1","1",,"","interacts with","0","0.476426281","","PMS2 (interacts with) TRAF6",,"0","1","1","1","0.551219512","0.40163305",,"false","interacts with","PMS2 (interacts with) TRAF6","0","P54278","","Q9Y4K3",""
,"1","1","","interacts with","0","0.603099767","","PMS2 (interacts with) PPP2CB",,"0","0","0","1","0.804878049","0.401321485",,"false","interacts with","PMS2 (interacts with) PPP2CB","0","P54278","","P62714",""
"1","1",,"","interacts with","0","0.461753067","","SLC2A11 (interacts with) RGR",,"0","0","0","1","0.52195122","0.401554914",,"false","interacts with","SLC2A11 (interacts with) RGR","0","Q9BYW1","","P47804",""
"1","1",,"","interacts with","0","0.476426246","","SLC2A11 (interacts with) TELO2",,"0","0","0","1","0.551219512","0.401632981",,"false","interacts with","SLC2A11 (interacts with) TELO2","0","Q9BYW1","","Q9Y4R8",""
"1","1",,"","interacts with","0","0.476426268","","RHOBTB3 (interacts with) PGR",,"0","1","1","1","0.551219512","0.401633023",,"false","interacts with","RHOBTB3 (interacts with) PGR","0","O94955","","P06401",""
"1","1",,"","interacts with","0","0.476387081","","RHOBTB3 (interacts with) CEP162",,"0","0","0","1","0.551219512","0.401554649",,"false","interacts with","RHOBTB3 (interacts with) CEP162","0","O94955","","Q5TB80",""
"1","1",,"","interacts with","0","0.476387132","","RHOBTB3 (interacts with) AP3B1",,"0","0","0","1","0.551219512","0.401554752",,"false","interacts with","RHOBTB3 (interacts with) AP3B1","0","O94955","","O00203",""
,"1","1","","interacts with","0","0.564067804","","RHOBTB3 (interacts with) ARF5",,"0","0","0","1","0.726829268","0.401306339",,"false","interacts with","RHOBTB3 (interacts with) ARF5","0","O94955","","P84085",""
"1","1",,"","interacts with","0","0.564100458","","RHOBTB3 (interacts with) UBXN11",,"0","0","0","1","0.726829268","0.401371647",,"false","interacts with","RHOBTB3 (interacts with) UBXN11","0","O94955","","Q5T124",""
"1","1",,"","interacts with","0","0.47638708","","RHOBTB3 (interacts with) KIF27",,"0","0","0","1","0.551219512","0.401554647",,"false","interacts with","RHOBTB3 (interacts with) KIF27","0","O94955","","Q86VH2",""
"1","1",,"","interacts with","0","0.476426312","","SGCA (interacts with) PROCR",,"0","1","1","1","0.551219512","0.401633112",,"false","interacts with","SGCA (interacts with) PROCR","0","Q16586","","Q9UNN8",""
"1","1","1","","interacts with","0","0.559198242","","FKBP10 (interacts with) ALDH18A1",,"0","0","0","1","0.717073171","0.401323313",,"false","interacts with","FKBP10 (interacts with) ALDH18A1","0","Q96AY3","","P54886",""
"1","1",,"","interacts with","0","0.476387175","","RASGEF1B (interacts with) CEP162",,"0","0","0","1","0.551219512","0.401554837",,"false","interacts with","RASGEF1B (interacts with) CEP162","0","Q0VAM2","","Q5TB80",""
"1","1","1","","interacts with","0","0.47638717","","RASGEF1B (interacts with) KIF27",,"0","0","0","1","0.551219512","0.401554829",,"false","interacts with","RASGEF1B (interacts with) KIF27","0","Q0VAM2","","Q86VH2",""
,"1",,"","interacts with","0","0.564100986","","KAT5 (interacts with) TRIM23",,"0","0","0","1","0.726829268","0.401372703",,"false","interacts with","KAT5 (interacts with) TRIM23","0","Q92993","","P36406",""
,"1",,"","interacts with","0","0.566514971","","KAT5 (interacts with) RGL2",,"0","0","0","1","0.731707317","0.401322625",,"false","interacts with","KAT5 (interacts with) RGL2","0","Q92993","","O15211",""
,"1",,"","interacts with","0","0.564068605","","KAT5 (interacts with) SYN1",,"0","0","0","1","0.726829268","0.401307942",,"false","interacts with","KAT5 (interacts with) SYN1","0","Q92993","","P17600",""
,"1",,"","interacts with","0","0.617727068","","KAT5 (interacts with) RABL6",,"0","0","0","1","0.834146341","0.401307794",,"false","interacts with","KAT5 (interacts with) RABL6","0","Q92993","","Q3YEC7",""
"1","1",,"","interacts with","0","0.561853166","","KAT5 (interacts with) KPNA6",,"0","0","0","1","0.72195122","0.401755113",,"false","interacts with","KAT5 (interacts with) KPNA6","0","Q92993","","O60684",""
"1","1",,"","interacts with","0","0.56651441","","KAT5 (interacts with) ZEB1",,"0","0","0","1","0.731707317","0.401321503",,"false","interacts with","KAT5 (interacts with) ZEB1","0","Q92993","","P37275",""
,"1",,"","interacts with","0","0.564068023","","KAT5 (interacts with) UBE2I",,"0","0","0","1","0.726829268","0.401306778",,"false","interacts with","KAT5 (interacts with) UBE2I","0","Q92993","","P63279",""
,"1",,"","interacts with","0","0.564358526","","KAT5 (interacts with) SPATA2",,"0","0","0","1","0.726829268","0.401887783",,"false","interacts with","KAT5 (interacts with) SPATA2","0","Q92993","","Q9UM82",""
,,,"","interacts with","0","0.581100996","","KAT5 (interacts with) CDK5RAP2",,"0","0","0","1","0.76097561","0.401226383",,"false","interacts with","KAT5 (interacts with) CDK5RAP2","0","Q92993","","Q96SN8",""
,"1",,"","interacts with","0","0.564100638","","KAT5 (interacts with) BMI1",,"0","0","0","1","0.726829268","0.401372008",,"false","interacts with","KAT5 (interacts with) BMI1","0","Q92993","","P35226",""
,"1",,"","interacts with","0","0.564107278","","KAT5 (interacts with) ZNF668",,"0","0","0","1","0.726829268","0.401385287",,"false","interacts with","KAT5 (interacts with) ZNF668","0","Q92993","","Q96K58",""
,,,"","interacts with","0","0.6201709","","KAT5 (interacts with) CEP126",,"0","0","0","1","0.83902439","0.401317409",,"false","interacts with","KAT5 (interacts with) CEP126","0","Q92993","","Q9P2H0",""
"1","1",,"","interacts with","0","0.561662408","","KAT5 (interacts with) ZNF526",,"0","0","0","1","0.72195122","0.401373596",,"false","interacts with","KAT5 (interacts with) ZNF526","0","Q92993","","Q8TF50",""
"1","1",,"","interacts with","0","0.564068201","","KAT5 (interacts with) EFNA1",,"0","0","0","1","0.726829268","0.401307134",,"false","interacts with","KAT5 (interacts with) EFNA1","0","Q92993","","P20827",""
,,,"","interacts with","0","0.617726836","","KAT5 (interacts with) POLI",,"0","0","0","1","0.834146341","0.40130733",,"false","interacts with","KAT5 (interacts with) POLI","0","Q92993","","Q9UNA4",""
,"1",,"","interacts with","0","0.564068443","","KAT5 (interacts with) KRTAP10-9",,"0","0","0","1","0.726829268","0.401307618",,"false","interacts with","KAT5 (interacts with) KRTAP10-9","0","Q92993","","P60411",""
,"1",,"","interacts with","0","0.617905922","","KAT5 (interacts with) MECP2",,"0","0","0","1","0.834146341","0.401665502",,"false","interacts with","KAT5 (interacts with) MECP2","0","Q92993","","P51608",""
"1","1",,"","interacts with","0","0.56149246","","KAT5 (interacts with) MRE11",,"0","0","0","1","0.72195122","0.4010337",,"false","interacts with","KAT5 (interacts with) MRE11","0","Q92993","","P49959",""
,"1",,"","interacts with","0","0.564068172","","KAT5 (interacts with) PHC2",,"0","0","0","1","0.726829268","0.401307076",,"false","interacts with","KAT5 (interacts with) PHC2","0","Q92993","","Q8IXK0",""
,"1",,"","interacts with","0","0.612964472","","KAT5 (interacts with) TELO2",,"0","0","0","1","0.824390244","0.401538699",,"false","interacts with","KAT5 (interacts with) TELO2","0","Q92993","","Q9Y4R8",""
,,,"","interacts with","0","0.564068428","","KAT5 (interacts with) H2BC26",,"0","0","0","1","0.726829268","0.401307589",,"false","interacts with","KAT5 (interacts with) H2BC26","0","Q92993","","Q8N257",""
"1","1",,"","interacts with","0","0.561525314","","KAT5 (interacts with) GKAP1",,"0","0","0","1","0.72195122","0.401099408",,"false","interacts with","KAT5 (interacts with) GKAP1","0","Q92993","","Q5VSY0",""
,,,"","interacts with","0","0.573936075","","KAT5 (interacts with) TRIM37",,"0","0","0","1","0.746341463","0.401530688",,"false","interacts with","KAT5 (interacts with) TRIM37","0","Q92993","","O94972",""
"1","1",,"","interacts with","0","0.617590527","","KAT5 (interacts with) MAPK11",,"0","0","0","1","0.834146341","0.401034713",,"false","interacts with","KAT5 (interacts with) MAPK11","0","Q92993","","Q15759",""
,,,"","interacts with","0","0.612720272","","KAT5 (interacts with) SNX33",,"0","0","0","1","0.824390244","0.4010503",,"false","interacts with","KAT5 (interacts with) SNX33","0","Q92993","","Q8WV41",""
"1","1",,"","interacts with","0","0.476426252","","AP3B1 (interacts with) PGR",,"0","1","1","1","0.551219512","0.401632992",,"false","interacts with","AP3B1 (interacts with) PGR","0","O00203","","P06401",""
"1","1",,"","interacts with","0","0.561636514","","AP3B1 (interacts with) ARF5",,"0","0","0","1","0.72195122","0.401321809",,"false","interacts with","AP3B1 (interacts with) ARF5","0","O00203","","P84085",""
,"1","1","","interacts with","0","0.573939951","","AP3B1 (interacts with) PNMA8A",,"0","0","0","1","0.746341463","0.401538438",,"false","interacts with","AP3B1 (interacts with) PNMA8A","0","O00203","","Q86V59",""
,"1",,"","interacts with","0","0.569051484","","AP3B1 (interacts with) TPTE2",,"0","0","0","1","0.736585366","0.401517603",,"false","interacts with","AP3B1 (interacts with) TPTE2","0","O00203","","Q6XPS3",""
"1","1",,"","interacts with","0","0.469070184","","AP3B1 (interacts with) SNX27",,"0","0","0","1","0.536585366","0.401555002",,"false","interacts with","AP3B1 (interacts with) SNX27","0","O00203","","Q96L92",""
"1","1",,"","interacts with","0","0.564075452","","AP3B1 (interacts with) AGR2",,"0","0","0","1","0.726829268","0.401321635",,"false","interacts with","AP3B1 (interacts with) AGR2","0","O00203","","O95994",""
,"1","1","","interacts with","0","0.564068115","","AP3B1 (interacts with) GKAP1",,"0","0","0","1","0.726829268","0.401306962",,"false","interacts with","AP3B1 (interacts with) GKAP1","0","O00203","","Q5VSY0",""
,"1",,"","interacts with","0","0.573824167","","AP3B1 (interacts with) CAMKV",,"0","0","0","1","0.746341463","0.401306871",,"false","interacts with","AP3B1 (interacts with) CAMKV","0","O00203","","Q8NCB2",""
"1","1",,"","interacts with","0","0.476426331","","GTF2A1L (interacts with) PROCR",,"0","1","1","1","0.551219512","0.401633151",,"false","interacts with","GTF2A1L (interacts with) PROCR","0","Q9UNN4","","Q9UNN8",""
"1","1",,"","interacts with","0","0.476426204","","AR (interacts with) RBL2",,"1","0","1","1","0.551219512","0.401632896",,"false","interacts with","AR (interacts with) RBL2","0","P10275","","Q08999",""
"1","1",,"","interacts with","0","0.639946906","","AR (interacts with) AR",,"1","1","1","1","0.868292683","0.41160113",,"false","interacts with","AR (interacts with) AR","0","P10275","","P10275",""
,"1","1","","interacts with","0","0.564075445","","RBL2 (interacts with) SUV39H1",,"0","0","0","1","0.726829268","0.401321623",,"false","interacts with","RBL2 (interacts with) SUV39H1","0","Q08999","","O43463",""
,,,"","interacts with","0","0.56406787","","GTF2H1 (interacts with) ERCC4",,"0","0","0","1","0.726829268","0.401306471",,"false","interacts with","GTF2H1 (interacts with) ERCC4","0","P32780","","Q92889",""
,"1",,"","interacts with","0","0.464255288","","GPANK1 (interacts with) COL1A2",,"0","1","1","1","0.526829268","0.401681307",,"false","interacts with","GPANK1 (interacts with) COL1A2","0","O95872","","P08123",""
,,,"","interacts with","0","0.564075773","","GPANK1 (interacts with) AP1B1",,"0","0","0","1","0.726829268","0.401322277",,"false","interacts with","GPANK1 (interacts with) AP1B1","0","O95872","","Q10567",""
"1","1",,"","interacts with","0","0.560808582","","GPANK1 (interacts with) CEACAM6",,"0","0","0","1","0.72195122","0.399665944",,"false","interacts with","GPANK1 (interacts with) CEACAM6","0","O95872","","P40199",""
"1","1",,"","interacts with","0","0.476426561","","KCNK13 (interacts with) PRICKLE3",,"0","0","0","1","0.551219512","0.401633609",,"false","interacts with","KCNK13 (interacts with) PRICKLE3","0","Q9HB14","","O43900",""
"1","1","1","","interacts with","0","0.469109582","","KCNK13 (interacts with) SLC50A1",,"0","0","0","1","0.536585366","0.401633799",,"false","interacts with","KCNK13 (interacts with) SLC50A1","0","Q9HB14","","Q9BRV3",""
"1","1","1","","interacts with","0","0.47642641","","KCNK13 (interacts with) XRCC1",,"0","0","0","1","0.551219512","0.401633307",,"false","interacts with","KCNK13 (interacts with) XRCC1","0","Q9HB14","","P18887",""
"1","1","1","","interacts with","0","0.476426259","","KCNK13 (interacts with) UVSSA",,"0","0","0","1","0.551219512","0.401633006",,"false","interacts with","KCNK13 (interacts with) UVSSA","0","Q9HB14","","Q2YD98",""
"1","1","1","","interacts with","0","0.461753463","","KCNK13 (interacts with) MCHR1",,"0","0","0","1","0.52195122","0.401555706",,"false","interacts with","KCNK13 (interacts with) MCHR1","0","Q9HB14","","Q99705",""
"1","1","1","","interacts with","0","0.469070053","","KCNK13 (interacts with) TCTN3",,"0","0","0","1","0.536585366","0.401554741",,"false","interacts with","KCNK13 (interacts with) TCTN3","0","Q9HB14","","Q6NUS6",""
"1","1","1","","interacts with","0","0.461754834","","KCNK13 (interacts with) CXCR3",,"0","0","0","1","0.52195122","0.401558449",,"false","interacts with","KCNK13 (interacts with) CXCR3","0","Q9HB14","","P49682",""
"1","1","1","","interacts with","0","0.464231902","","KCNK13 (interacts with) SH2D7",,"0","0","0","1","0.526829268","0.401634535",,"false","interacts with","KCNK13 (interacts with) SH2D7","0","Q9HB14","","A6NKC9",""
"1","1",,"","interacts with","0","0.476426377","","KCNK13 (interacts with) RBM25",,"0","0","0","1","0.551219512","0.401633242",,"false","interacts with","KCNK13 (interacts with) RBM25","0","Q9HB14","","P49756",""
"1","1","1","","interacts with","0","0.464231191","","ADARB2-AS1 (interacts with) MYCN",,"0","1","1","1","0.526829268","0.401633115",,"false","interacts with","ADARB2-AS1 (interacts with) MYCN","0","A8MUL3","","P04198",""
"1","1","1","","interacts with","0","0.461753274","","ADARB2-AS1 (interacts with) PRXL2A",,"0","0","0","1","0.52195122","0.401555328",,"false","interacts with","ADARB2-AS1 (interacts with) PRXL2A","0","A8MUL3","","Q9BRX8",""
"1","1",,"","interacts with","0","0.464191987","","ADARB2-AS1 (interacts with) PHACTR2",,"0","0","0","1","0.526829268","0.401554706",,"false","interacts with","ADARB2-AS1 (interacts with) PHACTR2","0","A8MUL3","","O75167",""
"1","1","1","","interacts with","0","0.464192079","","ADARB2-AS1 (interacts with) FAM117B",,"0","0","0","1","0.526829268","0.401554889",,"false","interacts with","ADARB2-AS1 (interacts with) FAM117B","0","A8MUL3","","Q6P1L5",""
"1","1","1","","interacts with","0","0.476387275","","MFSD4A (interacts with) IL16",,"0","0","0","1","0.551219512","0.401555037",,"false","interacts with","MFSD4A (interacts with) IL16","0","Q8N468","","Q14005",""
"1",,,"","interacts with","0","0.571360307","","MFSD4A (interacts with) SMAP2",,"0","0","0","1","0.741463415","0.401257199",,"false","interacts with","MFSD4A (interacts with) SMAP2","0","Q8N468","","Q8WU79",""
"1",,"1","","interacts with","0","0.561636499","","MSI2 (interacts with) PABPC4",,"0","0","0","1","0.72195122","0.401321778",,"false","interacts with","MSI2 (interacts with) PABPC4","0","Q96DH6","","Q13310",""
"1","1",,"","interacts with","0","0.564135525","","MSI2 (interacts with) SUZ12",,"0","0","0","1","0.726829268","0.401441781",,"false","interacts with","MSI2 (interacts with) SUZ12","0","Q96DH6","","Q15022",""
"1","1","1","","interacts with","0","0.600586136","","MSI2 (interacts with) BMI1",,"0","0","0","1","0.8","0.401172273",,"false","interacts with","MSI2 (interacts with) BMI1","0","Q96DH6","","P35226",""
"1","1",,"","interacts with","0","0.563999321","","MSI2 (interacts with) RNF2",,"0","0","0","1","0.726829268","0.401169374",,"false","interacts with","MSI2 (interacts with) RNF2","0","Q96DH6","","Q99496",""
,"1","1","","interacts with","0","0.564135577","","MSI2 (interacts with) RNF157",,"0","0","0","1","0.726829268","0.401441886",,"false","interacts with","MSI2 (interacts with) RNF157","0","Q96DH6","","Q96PX1",""
"1","1",,"","interacts with","0","0.564168672","","MSI2 (interacts with) TARDBP",,"0","0","0","1","0.726829268","0.401508075",,"false","interacts with","MSI2 (interacts with) TARDBP","0","Q96DH6","","Q13148",""
,"1","1","","interacts with","0","0.563834806","","MSI2 (interacts with) MSI1",,"0","0","0","1","0.726829268","0.400840344",,"false","interacts with","MSI2 (interacts with) MSI1","0","Q96DH6","","O43347",""
"1","1",,"","interacts with","0","0.564067957","","HELLS (interacts with) RPAP2",,"0","0","0","1","0.726829268","0.401306645",,"false","interacts with","HELLS (interacts with) RPAP2","0","Q9NRZ9","","Q8IXW5",""
"1","1",,"","interacts with","0","0.564068232","","HELLS (interacts with) RPAP3",,"0","0","0","1","0.726829268","0.401307195",,"false","interacts with","HELLS (interacts with) RPAP3","0","Q9NRZ9","","Q9H6T3",""
,"1",,"","interacts with","0","0.564142826","","HELLS (interacts with) CMKLR1",,"0","0","0","1","0.726829268","0.401456385",,"false","interacts with","HELLS (interacts with) CMKLR1","0","Q9NRZ9","","Q99788",""
,"1",,"","interacts with","0","0.561697323","","HELLS (interacts with) NEDD1",,"0","0","0","1","0.72195122","0.401443427",,"false","interacts with","HELLS (interacts with) NEDD1","0","Q9NRZ9","","Q8NHV4",""
,"1",,"","interacts with","0","0.564122533","","HELLS (interacts with) TPX2",,"0","0","0","1","0.726829268","0.401415799",,"false","interacts with","HELLS (interacts with) TPX2","0","Q9NRZ9","","Q9ULW0",""
"1","1","1","","interacts with","0","0.464192195","","TRIM59 (interacts with) MYLK3",,"0","0","0","1","0.526829268","0.401555122",,"false","interacts with","TRIM59 (interacts with) MYLK3","0","Q8IWR1","","Q32MK0",""
,"1",,"","interacts with","0","0.559198182","","ZNF319 (interacts with) KRTAP10-9",,"0","0","0","1","0.717073171","0.401323193",,"false","interacts with","ZNF319 (interacts with) KRTAP10-9","0","Q9P2F9","","P60411",""
,"1","1","","interacts with","0","0.47642627","","TLX3 (interacts with) MYCN",,"0","1","1","1","0.551219512","0.401633029","0.030624264","false","interacts with","TLX3 (interacts with) MYCN","1","O43711","","P04198",""
,"1","1","","interacts with","0","0.573936241","","TLX3 (interacts with) CTNNA3",,"0","0","0","1","0.746341463","0.401531019",,"false","interacts with","TLX3 (interacts with) CTNNA3","0","O43711","","Q9UI47",""
,"1",,"","interacts with","0","0.57386731","","TLX3 (interacts with) GTF2A1L",,"0","0","0","1","0.746341463","0.401393156",,"false","interacts with","TLX3 (interacts with) GTF2A1L","0","O43711","","Q9UNN4",""
"1","1","1","","interacts with","0","0.469070257","","TLX3 (interacts with) SMIM44",,"0","0","0","1","0.536585366","0.401555147",,"false","interacts with","TLX3 (interacts with) SMIM44","0","O43711","","A0A286YF18",""
,"1","1","","interacts with","0","0.564075836","","TCTN1 (interacts with) RCN1",,"0","0","0","1","0.726829268","0.401322403",,"false","interacts with","TCTN1 (interacts with) RCN1","0","Q2MV58","","Q15293",""
,"1",,"","interacts with","0","0.571496132","","TCTN1 (interacts with) B9D1",,"0","0","0","1","0.741463415","0.40152885",,"false","interacts with","TCTN1 (interacts with) B9D1","0","Q2MV58","","Q9UPM9",""
,"1",,"","interacts with","0","0.461629077","","TCTN1 (interacts with) KRTAP10-9",,"0","0","0","1","0.52195122","0.401306935",,"false","interacts with","TCTN1 (interacts with) KRTAP10-9","0","Q2MV58","","P60411",""
,"1",,"","interacts with","0","0.561629646","","TCTN1 (interacts with) PDIA3",,"0","0","0","1","0.72195122","0.401308072",,"false","interacts with","TCTN1 (interacts with) PDIA3","0","Q2MV58","","P30101",""
