,uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
13465,Q8NH49,O15381,1,0.551219512195122,0.4015546582620439,0.476387085228583,0,,,,,,,0,OR4X1,NVL,0,0,0
13480,Q8NH49,P28676,1,0.526829268292683,0.4016340989029227,0.4642316835978028,0,,,,,,,0,OR4X1,GCA,0,0,0
13481,Q8NH49,Q9BYV6,1,0.551219512195122,0.4016334128876101,0.476426462541366,0,,,,,,,0,OR4X1,TRIM55,0,0,0
13563,Q9H714,Q96G74,1,0.526829268292683,0.4015554101943142,0.4641923392434985,0,,,,,,,0,RUBCNL,OTUD5,0,0,0
13569,Q8NH49,P54278,1,0.551219512195122,0.4015547300933547,0.4763871211442383,0,,,,,,,0,OR4X1,PMS2,0,0,0
13583,Q8NH49,P60411,1,0.5219512195121951,0.4013734968603513,0.4616623581862732,0,,,,,,,0,OR4X1,KRTAP10-9,0,0,0
13615,Q9H714,Q96T51,1,0.7268292682926829,0.4013850850887738,0.5641071766907284,0,,Q9H714,Q96T51,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",taxid:9606(Homo sapiens),2.0,1,RUBCNL,RUFY1,0,0,0
13666,Q9H714,Q8NDV3,1,0.5219512195121951,0.4016030668870301,0.4617771431996126,0,,,,,,,0,RUBCNL,SMC1B,0,0,0
13672,Q8NH49,Q8IXK0,1,0.526829268292683,0.401633256993469,0.464231262643076,0,,,,,,,0,OR4X1,PHC2,0,0,0
13706,Q9H714,Q15648,1,0.526829268292683,0.4016029875749256,0.4642161279338043,0,,,,,,,0,RUBCNL,MED1,0,0,0
13721,Q8NCK3,Q9UI47,1,0.526829268292683,0.4015551007832914,0.4641921845379871,0,,,,,,,0,ZNF485,CTNNA3,0,0,0
13722,Q8NCK3,Q8NEN0,1,0.551219512195122,0.401555298404546,0.476387405299834,0,,,,,,,0,ZNF485,ARMC2,0,0,0
13792,Q9P2K3,Q0VG06,1,0.526829268292683,0.4015551582684225,0.4641922132805527,0,,,,,,,0,RCOR3,FAAP100,0,0,0
13807,Q9P2K3,Q8IZP0,1,0.7219512195121951,0.4012228354479516,0.5615870274800734,0,,,,,,,0,RCOR3,ABI1,0,0,0
13859,Q9P2K3,Q5VSY0,1,0.7268292682926829,0.4013718709705791,0.564100569631631,0,,,,,,,0,RCOR3,GKAP1,0,0,0
13864,Q9P2K3,P49756,1,0.5219512195121951,0.4015548280448825,0.4617530237785388,0,,,,,,,0,RCOR3,RBM25,0,0,0
13892,Q9BQI7,P54278,1,0.7219512195121951,0.4013083805386627,0.561629800025429,0,,,,,,,0,PSD2,PMS2,0,0,0
13895,Q9BQI7,Q8NFC6,1,0.526829268292683,0.401602984824526,0.4642161265586044,0,,,,,,,0,PSD2,BOD1L1,0,0,0
13905,Q96MX3,O15381,1,0.7463414634146343,0.401530900885382,0.5739361821500082,0,,,,,,,0,ZNF48,NVL,0,0,0
13908,Q96MX3,O00512,1,0.551219512195122,0.4015547429058878,0.4763871275505049,0,,,,,,,0,ZNF48,BCL9,0,0,0
13912,Q96MX3,A0A0B4J271,1,0.551219512195122,0.4015549523126558,0.4763872322538889,0,,,,,,,0,ZNF48,TRAV12-3,0,0,0
13953,Q96MX3,Q6UX07,1,0.526829268292683,0.4015552022879927,0.4641922352903378,0,,,,,,,0,ZNF48,DHRS13,0,0,0
13956,Q96MX3,Q96HV5,1,0.551219512195122,0.4015555385797087,0.4763875253874153,0,,,,,,,0,ZNF48,TMEM41A,0,0,0
13968,Q96MX3,Q14692,1,0.7268292682926829,0.4013065665015389,0.5640679173971109,0,,,,,,,0,ZNF48,BMS1,0,0,0
13972,Q96MX3,Q16586,1,0.5365853658536585,0.4015556648034489,0.4690705153285537,0,,,,,,,0,ZNF48,SGCA,0,0,0
13977,Q96MX3,O75410,1,0.7268292682926829,0.4013065002395102,0.5640678842660966,0,,,,,,,0,ZNF48,TACC1,0,0,0
13979,Q96MX3,A0A096LP01,1,0.551219512195122,0.4015548568358195,0.4763871845154707,0,,,,,,,0,ZNF48,SMIM26,0,0,0
13986,Q96MX3,P39023,1,0.7268292682926829,0.4013216992152624,0.5640754837539727,0,,,,,,,0,ZNF48,RPL3,0,0,0
14008,Q96PU9,Q6P1N0,1,0.526829268292683,0.4015550013029507,0.4641921347978168,0,,,,,,,0,ODF3,CC2D1A,0,0,0
14039,Q96PU9,Q9P2F9,1,0.551219512195122,0.4015547684354723,0.4763871403152971,0,,,,,,,0,ODF3,ZNF319,0,0,0
14063,Q96PU9,Q9P1V8,1,0.526829268292683,0.4015548175405556,0.4641920429166193,0,,,,,,,0,ODF3,SAMD15,0,0,0
14066,Q96PU9,Q96K58,1,0.551219512195122,0.4015547078246981,0.4763871100099101,0,,,,,,,0,ODF3,ZNF668,0,0,0
14067,Q96PU9,O15381,1,0.551219512195122,0.4015549061459612,0.4763872091705415,0,,,,,,,0,ODF3,NVL,0,0,0
14071,Q86YF9,Q5SWL8,1,0.551219512195122,0.4015550891302953,0.4763873006627086,0,,,,,,,0,DZIP1,PRAMEF19,0,0,0
14096,Q96PU9,P19087,1,0.551219512195122,0.4015550860610477,0.4763872991280848,0,,,,,,,0,ODF3,GNAT2,0,0,0
14105,Q96PU9,Q96RU8,1,0.551219512195122,0.4015551617924013,0.4763873369937617,0,,,,,,,0,ODF3,TRIB1,0,0,0
14119,Q96PU9,P54278,1,0.551219512195122,0.4015547101864286,0.4763871111907752,0,,,,,,,0,ODF3,PMS2,0,0,0
14144,Q96PU9,A8MXT2,1,0.5219512195121951,0.4015552555441889,0.461753237528192,0,,,,,,,0,ODF3,MAGEB17,0,0,0
14155,Q96PU9,Q12926,1,0.551219512195122,0.4015556549024567,0.4763875835487893,0,,,,,,,0,ODF3,ELAVL2,0,0,0
14164,Q96PU9,P55916,1,0.526829268292683,0.4015557683235761,0.4641925183081295,0,,,,,,,0,ODF3,UCP3,0,0,0
14165,Q96PU9,P12429,1,0.551219512195122,0.4015558640352515,0.4763876881151867,0,,,,,,,0,ODF3,ANXA3,0,0,0
14169,Q96PU9,A0A0J9YX57,1,0.551219512195122,0.4015550401106904,0.4763872761529062,0,,,,,,,0,ODF3,MAGEB6B,0,0,0
14185,Q96PU9,Q8IXK0,1,0.551219512195122,0.4015548450303656,0.4763871786127438,0,,,,,,,0,ODF3,PHC2,0,0,0
14219,Q3YEC7,Q8N1B3,1,0.551219512195122,0.4015548093446616,0.4763871607698918,0,,,,,,,0,RABL6,CCNQ,0,0,0
14220,Q3YEC7,Q8N884,1,0.551219512195122,0.4015550840980993,0.4763872981466106,0,,,,,,,0,RABL6,CGAS,0,0,0
14238,Q3YEC7,O60684,1,0.551219512195122,0.4015553242349171,0.4763874182150195,0,,,,,,,0,RABL6,KPNA6,0,0,0
14244,Q3YEC7,Q9H1Z4,1,0.551219512195122,0.4015549282405335,0.4763872202178277,0,,,,,,,0,RABL6,WDR13,0,0,0
14250,Q3YEC7,Q8NBP5,1,0.551219512195122,0.4015554815557581,0.47638749687544,0,,,,,,,0,RABL6,MFSD9,0,0,0
14252,Q3YEC7,P12644,1,0.551219512195122,0.4015549724544822,0.4763872423248021,0,,,,,,,0,RABL6,BMP4,0,0,0
14254,Q3YEC7,O60218,1,0.551219512195122,0.401554784259363,0.4763871482272425,0,,,,,,,0,RABL6,AKR1B10,0,0,0
14258,Q3YEC7,A8MW95,1,0.551219512195122,0.4015553315532887,0.4763874218742053,0,,,,,,,0,RABL6,BECN2,0,0,0
14265,A8MUL3,Q9BRX8,1,0.5219512195121951,0.4015553275343193,0.4617532735232572,0,,,,,,,0,ADARB2-AS1,PRXL2A,0,0,0
14272,Q3YEC7,Q8TC71,1,0.551219512195122,0.40155504167247,0.476387276933796,0,,,,,,,0,RABL6,SPATA18,0,0,0
14281,Q3YEC7,Q02252,1,0.551219512195122,0.4015550961095017,0.4763873041523118,0,,,,,,,0,RABL6,ALDH6A1,0,0,0
14292,Q3YEC7,Q96M43,1,0.526829268292683,0.4015559803971843,0.4641926243449336,0,,,,,,,0,RABL6,NBPF4,0,0,0
14294,Q3YEC7,Q9H8X9,1,0.551219512195122,0.4015549958146399,0.4763872540048809,0,,,,,,,0,RABL6,ZDHHC11,0,0,0
14296,Q3YEC7,Q14542,1,0.551219512195122,0.4015555901341892,0.4763875511646556,0,,,,,,,0,RABL6,SLC29A2,0,0,0
14301,Q3YEC7,Q9UEW8,1,0.526829268292683,0.4015551643428988,0.4641922163177908,0,,,,,,,0,RABL6,STK39,0,0,0
14317,Q3YEC7,Q96R48,1,0.551219512195122,0.4015551717970294,0.4763873419960757,0,,,,,,,0,RABL6,OR2A5,0,0,0
14328,Q3YEC7,O00300,1,0.551219512195122,0.4015548954690457,0.4763872038320839,0,,,,,,,0,RABL6,TNFRSF11B,0,0,0
14329,Q3YEC7,Q13084,1,0.551219512195122,0.4015548516494953,0.4763871819223086,0,,,,,,,0,RABL6,MRPL28,0,0,0
14330,Q3YEC7,Q9H0X4,1,0.551219512195122,0.4015554802715501,0.476387496233336,0,,,,,,,0,RABL6,FAM234A,0,0,0
14335,Q3YEC7,Q5T2R2,1,0.551219512195122,0.4015548316354004,0.4763871719152612,0,,,,,,,0,RABL6,PDSS1,0,0,0
14337,Q3YEC7,P56749,1,0.551219512195122,0.401554956177297,0.4763872341862095,0,,,,,,,0,RABL6,CLDN12,0,0,0
14339,Q3YEC7,Q8IZ40,1,0.551219512195122,0.401555112997736,0.4763873125964289,0,,,,,,,0,RABL6,RCOR2,0,0,0
14358,Q3YEC7,Q8N9B8,1,0.551219512195122,0.4015550341050201,0.476387273150071,0,,,,,,,0,RABL6,RASGEF1A,0,0,0
14361,Q3YEC7,Q15293,1,0.551219512195122,0.4015547416871193,0.4763871269411206,0,,,,,,,0,RABL6,RCN1,0,0,0
14363,Q3YEC7,Q9Y2A9,1,0.551219512195122,0.4015551077971056,0.4763873099961138,0,,,,,,,0,RABL6,B3GNT3,0,0,0
14364,Q3YEC7,Q9GZX7,1,0.551219512195122,0.4015548497904397,0.4763871809927809,0,,,,,,,0,RABL6,AICDA,0,0,0
14369,Q3YEC7,P12532,1,0.551219512195122,0.4015549485603045,0.4763872303777132,0,,,,,,,0,RABL6,CKMT1B,0,0,0
14371,Q3YEC7,Q6ZMJ4,1,0.551219512195122,0.4015549433797355,0.4763872277874287,0,,,,,,,0,RABL6,IL34,0,0,0
14375,Q3YEC7,A6H8Y1,1,0.5219512195121951,0.4016028818797393,0.4617770506959672,0,,,,,,,0,RABL6,BDP1,0,0,0
14378,Q3YEC7,Q8NFC6,1,0.5219512195121951,0.401602837876501,0.461777028694348,0,,,,,,,0,RABL6,BOD1L1,0,0,0
14381,Q3YEC7,Q8IWR1,1,0.526829268292683,0.4015551050629626,0.4641921866778228,0,,,,,,,0,RABL6,TRIM59,0,0,0
14382,Q3YEC7,P36957,1,0.7268292682926829,0.4013064832870078,0.5640678757898454,0,,,,,,,0,RABL6,DLST,0,0,0
14383,Q3YEC7,P10828,1,0.551219512195122,0.4015549183710765,0.4763872152830992,0,,,,,,,0,RABL6,THRB,0,0,0
14384,Q3YEC7,Q9NU63,1,0.551219512195122,0.4015547340392236,0.4763871231171728,0,,,,,,,0,RABL6,ZFP57,0,0,0
14385,Q3YEC7,Q5VWK0,1,0.526829268292683,0.4015560262489516,0.4641926472708172,0,,,,,,,0,RABL6,NBPF6,0,0,0
14386,Q3YEC7,Q6P9G9,1,0.526829268292683,0.4015550539177752,0.4641921611052291,0,,,,,,,0,RABL6,ZNF449,0,0,0
14387,Q3YEC7,Q8NDC0,1,0.551219512195122,0.4015546809306474,0.4763870965628847,0,,,,,,,0,RABL6,MAPK1IP1L,0,0,0
14393,Q3YEC7,Q9HA72,1,0.526829268292683,0.4016335912504571,0.46423142977157,0,,,,,,,0,RABL6,CALHM2,0,0,0
14400,Q3YEC7,Q9UN19,1,0.526829268292683,0.4015551940749594,0.4641922311838211,0,,,,,,,0,RABL6,DAPP1,0,0,0
14405,Q3YEC7,Q3KPI0,1,0.526829268292683,0.401633390156921,0.464231329224802,0,,,,,,,0,RABL6,CEACAM21,0,0,0
14406,Q3YEC7,Q92187,1,0.526829268292683,0.4015552521083547,0.4641922602005188,0,,,,,,,0,RABL6,ST8SIA4,0,0,0
14412,Q9NVV5,H7BZ55,1,0.5219512195121951,0.4016813510480194,0.4618162852801072,0,,,,,,,0,AIG1,CROCC2,0,0,0
14414,Q9NVV5,Q8TB24,1,0.5219512195121951,0.4016813360638586,0.4618162777880268,0,,,,,,,0,AIG1,RIN3,0,0,0
14418,Q9NVV5,P47871,1,0.7268292682926829,0.4014419113063757,0.5641355897995293,0,,,,,,,0,AIG1,GCGR,0,0,0
14428,Q9NVV5,Q9BYQ4,1,0.5219512195121951,0.4016301063971951,0.4617906629546951,0,,,,,,,0,AIG1,KRTAP9-2,0,0,0
14441,Q9NVV5,P07204,1,0.7268292682926829,0.4013217006987199,0.5640754844957014,0,,,,,,,0,AIG1,THBD,0,0,0
14445,Q9NVV5,Q9Y4R8,1,0.526829268292683,0.4015548760289533,0.4641920721608181,0,,,,,,,0,AIG1,TELO2,0,0,0
14453,O75880,Q16891,1,0.7804878048780488,0.4014155499003675,0.5909516773892082,0,,,,,,,0,SCO1,IMMT,0,0,0
14518,P57729,O75167,1,0.5365853658536585,0.4015549424932664,0.4690701541734624,0,,,,,,,0,RAB38,PHACTR2,0,0,0
14543,P57729,Q969X2,1,0.7268292682926829,0.4013068036959749,0.5640680359943289,0,,,,,,,0,RAB38,ST6GALNAC6,0,0,0
14557,P57729,P51608,1,0.8341463414634146,0.4013069596104801,0.6177266505369473,0,,,,,,,0,RAB38,MECP2,0,0,0
14583,Q96NL0,Q13188,1,0.7219512195121951,0.4014165634494373,0.5616838914808162,0,,,,,,,0,RUNDC3B,STK3,0,0,0
14590,P17858,Q99496,1,0.7268292682926829,0.4013069527195698,0.5640681105061264,0,,,,,,,0,PFKL,RNF2,0,0,0
14660,P17858,Q5TB80,1,0.7317073170731707,0.4013212218584686,0.5665142694658196,0,,,,,,,0,PFKL,CEP162,0,0,0
14668,A8MUL3,O75167,1,0.526829268292683,0.401554705844401,0.464191987068542,0,,,,,,,0,ADARB2-AS1,PHACTR2,0,0,0
14735,P17858,P21580,1,0.7268292682926829,0.4013722367269804,0.5641007525098316,0,,,,,,,0,PFKL,TNFAIP3,0,0,0
14903,Q6P1N0,Q8NGK3,1,0.551219512195122,0.4015547878202478,0.4763871500076849,0,,,,,,,0,CC2D1A,OR52K2,0,0,0
14904,Q6P1N0,Q8NH41,1,0.551219512195122,0.4015548200475841,0.476387166121353,0,,,,,,,0,CC2D1A,OR4K15,0,0,0
14909,Q6P1N0,P58182,1,0.551219512195122,0.4015548252089916,0.4763871687020568,0,,,,,,,0,CC2D1A,OR12D2,0,0,0
14912,Q6P1N0,Q02297,1,0.551219512195122,0.4015547634345948,0.4763871378148584,0,,,,,,,0,CC2D1A,NRG1,0,0,0
14913,Q6P1N0,Q14203,1,0.7219512195121951,0.4013223629950884,0.5616367912536417,0,,,,,,,0,CC2D1A,DCTN1,0,0,0
14914,Q6P1N0,Q9H341,1,0.551219512195122,0.4015547811894331,0.4763871466922775,0,,,,,,,0,CC2D1A,OR51M1,0,0,0
14917,Q6P1N0,Q6IEG0,1,0.526829268292683,0.4015549054491553,0.4641920868709191,0,,,,,,,0,CC2D1A,SNRNP48,0,0,0
14926,Q6P1N0,Q8NGA5,1,0.551219512195122,0.4015547789532214,0.4763871455741717,0,,,,,,,0,CC2D1A,OR10H4,0,0,0
14929,Q6P1N0,Q8IVP9,1,0.551219512195122,0.4015546307798521,0.476387071487487,0,,,,,,,0,CC2D1A,ZNF547,0,0,0
14935,Q6P1N0,P09211,1,0.551219512195122,0.4015547365349731,0.4763871243650475,0,,,,,,,0,CC2D1A,GSTP1,0,0,0
14945,Q6P1N0,Q9Y371,1,0.551219512195122,0.4015546700604019,0.4763870911277619,0,,,,,,,0,CC2D1A,SH3GLB1,0,0,0
14959,Q6P1N0,Q5TB80,1,0.7219512195121951,0.4013079814852723,0.5616296004987337,0,,,,,,,0,CC2D1A,CEP162,0,0,0
14960,Q6P1N0,P19087,1,0.551219512195122,0.40155461158393,0.476387061889526,0,,,,,,,0,CC2D1A,GNAT2,0,0,0
14965,Q6P1N0,Q96RU8,1,0.551219512195122,0.4015545771346527,0.4763870446648873,0,,,,,,,0,CC2D1A,TRIB1,0,0,0
14972,Q6P1N0,O75665,1,0.7219512195121951,0.4007865025514888,0.5613688610318419,0,,,,,,,0,CC2D1A,OFD1,0,0,0
14974,Q6P1N0,Q9H346,1,0.551219512195122,0.4015548876476785,0.4763871999214002,0,,,,,,,0,CC2D1A,OR52D1,0,0,0
14977,Q6P1N0,Q8TES7,1,0.7219512195121951,0.4013090585346287,0.561630139023412,0,,,,,,,0,CC2D1A,FBF1,0,0,0
14978,A8MUL3,Q6P1L5,1,0.526829268292683,0.4015548890880789,0.4641920786903809,0,,,,,,,0,ADARB2-AS1,FAM117B,0,0,0
14979,Q6P1N0,A8MXT2,1,0.551219512195122,0.4015546818585302,0.4763870970268261,0,,,,,,,0,CC2D1A,MAGEB17,0,0,0
14983,Q6P1N0,Q12926,1,0.551219512195122,0.4015547153566948,0.4763871137759083,0,,,,,,,0,CC2D1A,ELAVL2,0,0,0
14984,Q6P1N0,P55916,1,0.551219512195122,0.4015547323015742,0.4763871222483481,0,,,,,,,0,CC2D1A,UCP3,0,0,0
14986,Q6P1N0,Q96RA2,1,0.551219512195122,0.4015548847081671,0.4763871984516445,0,,,,,,,0,CC2D1A,OR7D2,0,0,0
14987,Q6P1N0,P22676,1,0.526829268292683,0.4015548163906954,0.4641920423416892,0,,,,,,,0,CC2D1A,CALB2,0,0,0
14998,Q6P1N0,Q96R45,1,0.551219512195122,0.4015549554720093,0.4763872338335656,0,,,,,,,0,CC2D1A,OR2A7,0,0,0
15035,Q96BP3,Q9UQ72,1,0.551219512195122,0.4015550804166924,0.4763872963059072,0,,,,,,,0,PPWD1,PSG11,0,0,0
15056,Q96BP3,Q14966,1,0.5219512195121951,0.401602848749529,0.4617770341308621,0,,,,,,,0,PPWD1,ZNF638,0,0,0
15064,Q96BP3,P0DJD7,1,0.5365853658536585,0.401555036356673,0.4690702011051657,0,,,,,,,0,PPWD1,PGA4,0,0,0
15067,Q96BP3,P18858,1,0.526829268292683,0.401555131884052,0.4641922000883675,0,,,,,,,0,PPWD1,LIG1,0,0,0
15084,Q96BP3,Q15643,1,0.551219512195122,0.4015548282707094,0.4763871702329156,0,,,,,,,0,PPWD1,TRIP11,0,0,0
15100,Q9UK39,Q9NXH9,1,0.7804878048780488,0.401557258647892,0.5910225317629704,0,,,,,,,0,NOCT,TRMT1,0,0,0
15102,Q9UK39,Q99788,1,0.7268292682926829,0.4008984400774334,0.5638638541850581,0,,,,,,,0,NOCT,CMKLR1,0,0,0
15103,Q9UK39,A6H8Y1,1,0.526829268292683,0.4016030463566946,0.4642161573246888,0,,,,,,,0,NOCT,BDP1,0,0,0
15104,Q9UK39,Q8NFC6,1,0.526829268292683,0.4016030204991909,0.4642161443959369,0,,,,,,,0,NOCT,BOD1L1,0,0,0
15111,Q8N1B3,A6H8Y1,1,0.526829268292683,0.4016030827683974,0.4642161755305402,0,,,,,,,0,CCNQ,BDP1,0,0,0
15112,Q8N1B3,Q8NFC6,1,0.526829268292683,0.4016031603417522,0.4642162143172176,0,,,,,,,0,CCNQ,BOD1L1,0,0,0
15116,O15209,Q8IYE1,1,0.7219512195121951,0.4013088564303703,0.5616300379712826,0,,,,,,,0,ZBTB22,CCDC13,0,0,0
15156,Q9P2M7,Q6PCB0,1,0.551219512195122,0.4015547910928286,0.4763871516439752,0,,,,,,,0,CGN,VWA1,0,0,0
15164,Q9P2M7,Q6UUV7,1,0.7463414634146343,0.4015296807697138,0.573935572092174,0,,,,,,,0,CGN,CRTC3,0,0,0
15165,Q9P2M7,P0C5J1,1,0.551219512195122,0.4015547265437323,0.4763871193694271,0,,,,,,,0,CGN,FAM86B2,0,0,0
15172,Q9P2M7,Q9UNM6,1,0.551219512195122,0.4015547494185174,0.4763871308068197,0,,,,,,,0,CGN,PSMD13,0,0,0
15173,Q9P2M7,Q14966,1,0.7463414634146343,0.4013058202332653,0.5738236418239497,0,,,,,,,0,CGN,ZNF638,0,0,0
15175,Q9P2M7,Q7L804,1,0.7365853658536585,0.4015853987150418,0.5690853822843501,0,,,,,,,0,CGN,RAB11FIP2,0,0,0
15182,Q9P2M7,Q9Y6F8,1,0.5365853658536585,0.4015549763540335,0.4690701711038459,0,,,,,,,0,CGN,CDY1B,0,0,0
15187,Q9P2M7,P36957,1,0.7219512195121951,0.4013213562418294,0.5616362878770123,0,,,,,,,0,CGN,DLST,0,0,0
15190,Q9P2M7,O75410,1,0.551219512195122,0.4015547667136926,0.4763871394544073,0,,,,,,,0,CGN,TACC1,0,0,0
15191,Q9P2M7,Q96KQ4,1,0.7268292682926829,0.4013716254394338,0.5641004468660583,0,,,,,,,0,CGN,PPP1R13B,0,0,0
15195,Q9P2M7,Q13148,1,0.551219512195122,0.4015548228337564,0.4763871675144392,0,,,,,,,0,CGN,TARDBP,0,0,0
15196,Q9P2M7,P53602,1,0.551219512195122,0.4015547584845201,0.476387135339821,0,,,,,,,0,CGN,MVD,0,0,0
15202,Q9BZG8,Q9H3D4,1,0.7268292682926829,0.4013066245889916,0.5640679464408372,0,,,,,,,0,DPH1,TP63,0,0,0
15215,Q9BZG8,Q9Y2G2,1,0.7268292682926829,0.4008988888130964,0.5638640785528897,0,,,,,,,0,DPH1,CARD8,0,0,0
15229,P12755,O75688,1,0.7268292682926829,0.4013214173523527,0.5640753428225178,1,0.1672555948174322,,,,,,0,SKI,PPM1B,0,0,0
15230,P12755,P63279,1,0.7219512195121951,0.4013211457149537,0.5616361826135744,0,,,,,,,0,SKI,UBE2I,0,0,0
15237,P12755,Q86SS6,1,0.5219512195121951,0.4015549517389458,0.4617530856255705,0,,,,,,,0,SKI,SYT9,0,0,0
15241,P12755,Q9UJS0,1,0.7219512195121951,0.4013084917555934,0.5616298556338942,0,,,,,,,0,SKI,SLC25A13,0,0,0
15256,P12755,Q9BQA1,1,0.7463414634146343,0.4015420897898972,0.5739417766022658,0,,,,,,,0,SKI,WDR77,0,0,0
15259,P12755,Q9Y618,1,0.8292682926829269,0.4013063082303542,0.6152873004566406,0,,,,,,,0,SKI,NCOR2,0,0,0
15261,P12755,Q9HB89,1,0.526829268292683,0.4016334068153249,0.4642313375540039,0,,,,,,,0,SKI,NMUR1,0,0,0
15264,P12755,P58417,1,0.526829268292683,0.4015548236596515,0.4641920459761672,0,,,,,,,0,SKI,NXPH1,0,0,0
15277,P12755,P52272,1,0.7268292682926829,0.401754089175239,0.5642916787339609,1,0.1672555948174322,,,,,,0,SKI,HNRNPM,0,0,0
15278,P12755,Q14005,1,0.526829268292683,0.4016330243424927,0.4642311463175878,0,,,,,,,0,SKI,IL16,0,0,0
15280,P12755,P51608,1,0.7268292682926829,0.401306939969311,0.564068104130997,0,,,,,,,0,SKI,MECP2,0,0,0
15288,P12755,P12235,1,0.751219512195122,0.4013168113772366,0.5762681617861793,0,,,,,,,0,SKI,SLC25A4,0,0,0
15300,Q92802,Q9ULT0,1,0.526829268292683,0.4015554690692207,0.4641923686809518,0,,,,,,,0,N4BP2L2,TTC7A,0,0,0
15309,Q92802,Q5T200,1,0.551219512195122,0.4015545736919352,0.4763870429435286,0,,,,,,,0,N4BP2L2,ZC3H13,0,0,0
15312,Q92802,Q9BSU3,1,0.7268292682926829,0.4013069095245,0.5640680889085914,0,,,,,,,0,N4BP2L2,NAA11,0,0,0
15316,Q92802,A0A1B0GUW6,1,0.526829268292683,0.401554960585704,0.4641921144391935,0,,,,,,,0,N4BP2L2,SPEM3,0,0,0
15319,Q92802,P52272,1,0.7219512195121951,0.401496434105917,0.5617238268090561,0,,,,,,,0,N4BP2L2,HNRNPM,0,0,0
15326,Q92802,P13727,1,0.7268292682926829,0.4013064711085929,0.5640678697006379,0,,,,,,,0,N4BP2L2,PRG2,0,0,0
15330,Q8IZQ8,Q9Y2R4,1,0.5365853658536585,0.401554880930723,0.4690701233921907,0,,,,,,,0,MYOCD,DDX52,0,0,0
15334,Q8IZQ8,Q969V6,1,0.7219512195121951,0.4010958233642496,0.5615235214382224,0,,,,,,,0,MYOCD,MRTFA,0,0,0
15341,Q8IZQ8,Q6UUV7,1,0.551219512195122,0.4015548259540963,0.4763871690746091,0,,,,,,,0,MYOCD,CRTC3,0,0,0
15349,Q8IZQ8,Q96DC7,1,0.526829268292683,0.4015552336566488,0.4641922509746659,0,,,,,,,0,MYOCD,TMCO6,0,0,0
15351,Q8IZQ8,O00512,1,0.551219512195122,0.4015549728941019,0.4763872425446119,0,,,,,,,0,MYOCD,BCL9,0,0,0
15355,Q8IZQ8,A0A0B4J271,1,0.551219512195122,0.4015546881211198,0.4763871001581209,0,,,,,,,0,MYOCD,TRAV12-3,0,0,0
15369,Q8IZQ8,Q5HYW3,1,0.5219512195121951,0.4015550019001423,0.4617531107061687,0,,,,,,,0,MYOCD,RTL5,0,0,0
15376,Q8IZQ8,Q6UX07,1,0.551219512195122,0.401554708789728,0.476387110492425,0,,,,,,,0,MYOCD,DHRS13,0,0,0
15386,Q8IZQ8,Q16586,1,0.551219512195122,0.4015550807210921,0.476387296458107,0,,,,,,,0,MYOCD,SGCA,0,0,0
15391,Q8IZQ8,A0A096LP01,1,0.551219512195122,0.4015550060257836,0.4763872591104527,0,,,,,,,0,MYOCD,SMIM26,0,0,0
15401,Q8IZQ8,O95994,1,0.7414634146341462,0.4016579844535398,0.571560699543843,0,,,,,,,0,MYOCD,AGR2,0,0,0
15406,Q8IZQ8,Q9UNN4,1,0.551219512195122,0.4015546542990936,0.4763870832471077,0,,,,,,,0,MYOCD,GTF2A1L,0,0,0
15408,Q8IZQ8,Q8IYJ2,1,0.551219512195122,0.4015546758113021,0.476387094003212,0,,,,,,,0,MYOCD,C10orf67,0,0,0
15423,Q96JA4,Q9BTL3,1,0.5219512195121951,0.4015551341085311,0.4617531768103631,0,,,,,,,0,MS4A14,RAMAC,0,0,0
15438,Q96JA4,Q99727,1,0.551219512195122,0.4015545420353768,0.4763870271152494,0,,,,,,,0,MS4A14,TIMP4,0,0,0
15474,Q96JA4,Q8NCX0,1,0.551219512195122,0.4015550565652845,0.4763872843802033,0,,,,,,,0,MS4A14,CCDC150,0,0,0
15513,Q8N884,Q9P2E9,1,0.7414634146341462,0.4015174101346065,0.5714904123843764,0,,,,,,,0,CGAS,RRBP1,0,0,0
15522,P27352,P60411,1,0.5219512195121951,0.4013719513660693,0.4616615854391322,0,,,,,,,0,CBLIF,KRTAP10-9,0,0,0
15552,Q8N884,Q13084,1,0.526829268292683,0.4015549890274283,0.4641921286600556,0,,,,,,,0,CGAS,MRPL28,0,0,0
15569,Q8N884,Q9GZX7,1,0.551219512195122,0.4015549275844967,0.4763872198898093,0,,,,,,,0,CGAS,AICDA,0,0,0
15574,Q8N884,O00203,1,0.7317073170731707,0.4013210838877465,0.5665142004804586,0,,,,,,,0,CGAS,AP3B1,0,0,0
15579,Q8N884,Q8NFC6,1,0.5219512195121951,0.4016029230277534,0.4617770712699742,0,,,,,,,0,CGAS,BOD1L1,0,0,0
15602,Q8N884,Q32MK0,1,0.551219512195122,0.4016330637969915,0.4764262879960567,0,,,,,,,0,CGAS,MYLK3,0,0,0
15612,Q9NRV9,P15121,1,0.7219512195121951,0.4011710950082894,0.5615611572602422,0,,,,,,,0,HEBP1,AKR1B1,0,0,0
