,uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
86911,P29474,P29474,1,0.902439024390244,0.4069308689712629,0.6546849466807535,0,,,,,,,0,NOS3,NOS3,1,1,1
86915,P25940,Q93097,1,0.551219512195122,0.4016327977591594,0.4764261549771407,0,,,,,,,0,COL5A3,WNT2B,1,0,1
87313,O14788,Q6NZY4,1,0.551219512195122,0.40163287384341,0.476426193019266,0,,,,,,,0,TNFSF11,ZCCHC8,1,0,1
87944,O14788,Q7Z418,1,0.551219512195122,0.4016333709242902,0.4764264415597061,0,,,,,,,0,TNFSF11,KCNK18,1,0,1
87989,P20908,Q6QHC5,1,0.5219512195121951,0.4016811560267098,0.4618161877694524,0,,,,,,,0,COL5A1,DEGS2,1,0,1
88052,O14788,P48595,1,0.551219512195122,0.401633046002583,0.4764262790988525,0,,,,,,,0,TNFSF11,SERPINB10,1,0,1
88188,P25940,Q9P0L2,1,0.5219512195121951,0.4016812087556124,0.4618162141339038,0,,,,,,,0,COL5A3,MARK1,1,0,1
89110,P10451,P60411,1,0.5219512195121951,0.4014415033766158,0.4616963614444055,0,,,,,,,0,SPP1,KRTAP10-9,1,0,1
89252,Q9H1R3,Q9UNN8,1,0.526829268292683,0.401633213051306,0.4642312406719945,0,,,,,,,0,MYLK2,PROCR,0,1,1
89345,Q96K58,Q9Y4K3,1,0.526829268292683,0.4016330311525365,0.4642311497226097,0,,,,,,,0,ZNF668,TRAF6,0,1,1
89630,P05997,Q9H6T3,1,0.5219512195121951,0.401681092550736,0.4618161560314655,0,,,,,,,0,COL5A2,RPAP3,1,0,1
89767,O14788,P00390,1,0.526829268292683,0.4016331176732771,0.46423119298298,0,,,,,,,0,TNFSF11,GSR,1,0,1
89988,P02452,Q9BSW7,1,0.551219512195122,0.4016329672729121,0.476426239734017,0,,,,,,,0,COL1A1,SYT17,1,0,1
90341,A6NM76,Q04206,1,0.551219512195122,0.4016332659994022,0.4764263890972621,0,,,,,,,0,OR6C76,RELA,0,1,1
91684,P10451,Q9Y467,1,0.551219512195122,0.4016329112949655,0.4764262117450437,0,,,,,,,0,SPP1,SALL2,1,0,1
91851,P14923,P25940,1,0.526829268292683,0.4016811033971298,0.4642551858449064,0,,,,,,,0,JUP,COL5A3,0,1,1
92022,P08123,Q9NR83,1,0.5219512195121951,0.4016811437077255,0.4618161816099603,0,,,,,,,0,COL1A2,SLC2A4RG,1,0,1
92038,Q04206,Q13115,1,0.551219512195122,0.4016329908506779,0.4764262515228999,0,,,,,,,0,RELA,DUSP4,1,0,1
92068,P04198,Q96NL8,1,0.526829268292683,0.4016330602589281,0.4642311642758055,0,,,,,,,0,MYCN,CFAP418,1,0,1
92130,Q04206,Q8NH80,1,0.551219512195122,0.4016333004520495,0.4764264063235857,0,,,,,,,0,RELA,OR10D3,1,0,1
92366,P17612,Q14005,1,0.551219512195122,0.4016328337417388,0.4764261729684304,0,,,,,,,0,PRKACA,IL16,1,0,1
93495,Q04206,Q04206,1,0.9268292682926828,0.4052606481293573,0.66604495821102,0,,Q04206,Q04206,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2.0,1,RELA,RELA,1,1,1
93770,P02461,Q9H714,1,0.551219512195122,0.4016329702728976,0.4764262412340098,0,,,,,,,0,COL3A1,RUBCNL,1,0,1
94601,P05997,Q7Z3D6,1,0.526829268292683,0.4016332357396311,0.464231252016157,0,,,,,,,0,COL5A2,DGLUCY,1,0,1
96206,P12524,Q7Z4V0,1,0.551219512195122,0.4016329176820331,0.4764262149385775,0,,,,,,,0,MYCL,ZNF438,1,0,1
96456,Q9BQB4,Q9UL49,1,0.551219512195122,0.4016328878343267,0.4764262000147243,0,,,,,,,0,SOST,TCFL5,1,0,1
96945,P08123,Q76G19,1,0.551219512195122,0.4016330048375549,0.4764262585163384,0,,,,,,,0,COL1A2,PDZD4,1,0,1
97035,P08123,Q6QN14,1,0.551219512195122,0.4016329738079205,0.4764262430015212,0,,,,,,,0,COL1A2,USP17L6P,1,0,1
97523,P0C7V9,Q9Y4K3,1,0.551219512195122,0.4016330740794886,0.4764262931373053,0,,,,,,,0,METTL15P1,TRAF6,0,1,1
97634,P10415,Q8NDH3,1,0.551219512195122,0.4016331664930631,0.4764263393440925,0,,,,,,,0,BCL2,NPEPL1,1,0,1
97657,P12643,P12643,1,0.8487804878048781,0.4117474021474798,0.630263944976179,0,,,,,,,0,BMP2,BMP2,1,1,1
98031,P18075,P50225,1,0.551219512195122,0.4016328825890232,0.4764261973920726,0,,,,,,,0,BMP7,SULT1A1,1,0,1
98220,P12643,Q8N0U2,1,0.551219512195122,0.4016327974894194,0.4764261548422707,0,,,,,,,0,BMP2,TMEM61,1,0,1
98484,P02461,Q8NBR6,1,0.551219512195122,0.4016331800817607,0.4764263461384413,0,,,,,,,0,COL3A1,MINDY2,1,0,1
99934,P05412,Q8N257,1,0.551219512195122,0.4016330621983635,0.4764262871967427,0,,,,,,,0,JUN,H2BC26,1,0,1
99947,O15547,P04629,1,0.551219512195122,0.4016328287886962,0.4764261704919091,0,,,,,,,0,P2RX6,NTRK1,0,1,1
99996,P04198,P49247,1,0.526829268292683,0.4016332048988784,0.4642312365957807,0,,,,,,,0,MYCN,RPIA,1,0,1
100635,P43235,Q9BY31,1,0.5219512195121951,0.4016812174735857,0.4618162184928904,0,,,,,,,0,CTSK,ZNF717,1,0,1
100688,P0CG33,P12643,1,0.551219512195122,0.4016329651614437,0.4764262386782828,0,,,,,,,0,GOLGA6D,BMP2,0,1,1
100874,P02818,Q15365,1,0.551219512195122,0.4016330032165543,0.4764262577058381,0,,,,,,,0,BGLAP,PCBP1,1,0,1
100936,P04637,P49959,1,0.551219512195122,0.4016329417049035,0.4764262269500127,0,,,,,,,0,TP53,MRE11,1,0,1
101000,P08123,P32754,1,0.551219512195122,0.4016331141102986,0.4764263131527103,0,,,,,,,0,COL1A2,HPD,1,0,1
101673,P17612,Q76L83,1,0.551219512195122,0.4016331297367195,0.4764263209659207,0,,,,,,,0,PRKACA,ASXL2,1,0,1
103302,P25940,Q9Y236,1,0.526829268292683,0.4016813704505664,0.4642553193716247,0,,,,,,,0,COL5A3,OSGIN2,1,0,1
106010,P12524,Q15276,1,0.551219512195122,0.4016330628367003,0.4764262875159111,0,,,,,,,0,MYCL,RABEP1,1,0,1
106092,A0A0B4J271,Q9UNN8,1,0.551219512195122,0.4016331570679579,0.4764263346315399,0,,,,,,,0,TRAV12-3,PROCR,0,1,1
106110,P05997,Q8IU60,1,0.551219512195122,0.4016332057138722,0.4764263589544971,0,,,,,,,0,COL5A2,DCP2,1,0,1
106923,P35354,Q9UPR6,1,0.551219512195122,0.4016329817965507,0.4764262469958363,0,,,,,,,0,PTGS2,ZFR2,1,0,1
107250,Q9BQB4,Q9UBB4,1,0.551219512195122,0.4016331430579013,0.4764263276265116,0,,,,,,,0,SOST,ATXN10,1,0,1
107304,O75791,P10415,1,0.526829268292683,0.401633106987123,0.464231187639903,0,,,,,,,0,GRAP2,BCL2,0,1,1
107527,P12931,Q6NSJ5,1,0.551219512195122,0.4016329405370966,0.4764262263661093,0,,,,,,,0,SRC,LRRC8E,1,0,1
108295,P04637,Q9UPM9,1,0.551219512195122,0.4016331737102014,0.4764263429526617,0,,,,,,,0,TP53,B9D1,1,0,1
108703,O94989,P25940,1,0.551219512195122,0.4016330887053164,0.4764263004502191,0,,,,,,,0,ARHGEF15,COL5A3,0,1,1
108818,P02452,Q99788,1,0.551219512195122,0.4016328216548847,0.4764261669250033,0,,,,,,,0,COL1A1,CMKLR1,1,0,1
108892,O75360,P04198,1,0.5365853658536585,0.4016331074010543,0.4691092366273564,0,,,,,,,0,PROP1,MYCN,0,1,1
109088,O94788,P02452,1,0.526829268292683,0.4016332377124616,0.4642312530025723,0,,,,,,,0,ALDH1A2,COL1A1,0,1,1
109445,Q53SF7,Q9UNN8,1,0.526829268292683,0.4016811620568001,0.4642552151747415,0,,,,,,,0,COBLL1,PROCR,0,1,1
109563,P12643,P31941,1,0.551219512195122,0.4016331739107796,0.4764263430529508,0,,,,,,,0,BMP2,APOBEC3A,1,0,1
110944,P43235,Q9H0J4,1,0.5219512195121951,0.4016810963933164,0.4618161579527557,0,,,,,,,0,CTSK,QRICH2,1,0,1
111135,P34972,Q13495,1,0.551219512195122,0.4016330789973718,0.4764262955962469,0,,,,,,,0,CNR2,MAMLD1,1,0,1
111264,Q6IEG0,Q9Y4K3,1,0.551219512195122,0.4016330782384734,0.4764262952167977,0,,,,,,,0,SNRNP48,TRAF6,0,1,1
111576,O14788,P17600,1,0.551219512195122,0.4016329766103614,0.4764262444027417,0,,,,,,,0,TNFSF11,SYN1,1,0,1
111656,Q96RN5,Q9UNN8,1,0.551219512195122,0.4016329402698988,0.4764262262325104,0,,,,,,,0,MED15,PROCR,0,1,1
112705,Q96RU8,Q9Y4K3,1,0.551219512195122,0.4016328271224356,0.4764261696587788,0,,,,,,,0,TRIB1,TRAF6,0,1,1
113013,P49841,Q9BS86,1,0.526829268292683,0.4016330630507609,0.4642311656717219,0,,,,,,,0,GSK3B,ZPBP,1,0,1
113038,P02452,Q8WVN8,1,0.551219512195122,0.401632830023191,0.4764261711091565,0,,,,,,,0,COL1A1,UBE2Q2,1,0,1
113118,P19087,Q9Y4K3,1,0.551219512195122,0.4016328361717079,0.4764261741834149,0,,,,,,,0,GNAT2,TRAF6,0,1,1
113137,P17612,Q9HB89,1,0.5365853658536585,0.4016334830927491,0.4691094244732038,0,,,,,,,0,PRKACA,NMUR1,1,0,1
113175,P34972,Q86WT6,1,0.551219512195122,0.4016328909818259,0.4764262015884739,0,,,,,,,0,CNR2,TRIM69,1,0,1
113307,P25940,Q9H313,1,0.551219512195122,0.4016328568088099,0.4764261845019659,0,,,,,,,0,COL5A3,TTYH1,1,0,1
113532,Q16539,Q9NRM2,1,0.526829268292683,0.40163329888087,0.4642312835867764,0,,,,,,,0,MAPK14,ZNF277,1,0,1
113596,A6NGG8,P04629,1,0.551219512195122,0.4016329508860938,0.4764262315406079,0,,,,,,,0,PCARE,NTRK1,0,1,1
113671,P19838,Q9P2M1,1,0.551219512195122,0.4016329745045828,0.4764262433498524,0,,,,,,,0,NFKB1,LRP2BP,1,0,1
115231,P02461,P28566,1,0.526829268292683,0.4016332760541392,0.4642312721734111,0,,,,,,,0,COL3A1,HTR1E,1,0,1
115307,Q9ULZ2,Q9Y4K3,1,0.526829268292683,0.4016331911120172,0.4642312297023501,0,,,,,,,0,STAP1,TRAF6,0,1,1
116951,P08123,Q8NCB2,1,0.551219512195122,0.4016331576159485,0.4764263349055352,0,,,,,,,0,COL1A2,CAMKV,1,0,1
116960,P04004,Q6ZNL6,1,0.526829268292683,0.4016810674697183,0.4642551678812006,0,,,,,,,0,VTN,FGD5,1,0,1
117150,P02452,Q8NF99,1,0.551219512195122,0.4016329599486809,0.4764262360719015,0,,,,,,,0,COL1A1,ZNF397,1,0,1
117151,P01106,Q969Q5,1,0.551219512195122,0.4016329816412405,0.4764262469181812,0,,,,,,,0,MYC,RAB24,1,0,1
118479,P02452,Q9GZK6,1,0.551219512195122,0.4016329161124226,0.4764262141537723,0,,,,,,,0,COL1A1,OR2J1,1,0,1
119468,Q9UHQ9,Q9Y4K3,1,0.551219512195122,0.401633036771404,0.476426274483263,0,,,,,,,0,CYB5R1,TRAF6,0,1,1
119960,P02452,Q86V59,1,0.526829268292683,0.4016811344758637,0.4642552013842733,0,,,,,,,0,COL1A1,PNMA8A,1,0,1
120405,O14788,Q8N344,1,0.551219512195122,0.4016332205672185,0.4764263663811702,0,,,,,,,0,TNFSF11,MIER2,1,0,1
121174,Q8NH41,Q9Y4K3,1,0.551219512195122,0.4016333205968079,0.4764264163959649,0,,,,,,,0,OR4K15,TRAF6,0,1,1
121279,Q16539,Q8TEJ3,1,0.551219512195122,0.4016329951342297,0.4764262536646758,0,,,,,,,0,MAPK14,SH3RF3,1,0,1
121366,P52272,Q9BQB4,1,0.551219512195122,0.4016329419121596,0.4764262270536408,0,,,,,,,0,HNRNPM,SOST,0,1,1
122017,O43852,P02452,1,0.551219512195122,0.4016330032403936,0.4764262577177578,0,,,,,,,0,CALU,COL1A1,0,1,1
122985,A0A0J9YX06,P01258,1,0.526829268292683,0.401633321055176,0.4642312946739295,0,,,,,,,0,TRBJ1-2,CALCA,0,1,1
123255,P05997,Q8NBP5,1,0.551219512195122,0.4016330729523016,0.4764262925737118,0,,,,,,,0,COL5A2,MFSD9,1,0,1
123374,P25940,Q9NRW3,1,0.551219512195122,0.4016328145124479,0.4764261633537849,0,,,,,,,0,COL5A3,APOBEC3C,1,0,1
123491,P19838,Q9HBV1,1,0.5219512195121951,0.4016811314434348,0.4618161754778149,0,,,,,,,0,NFKB1,POPDC3,1,0,1
123532,A8MZ26,Q9Y4K3,1,0.551219512195122,0.4016331426092425,0.4764263274021822,0,,,,,,,0,EFCAB9,TRAF6,0,1,1
123651,A0A096LP01,Q9UNN8,1,0.551219512195122,0.4016332999346833,0.4764264060649026,0,,,,,,,0,SMIM26,PROCR,0,1,1
123755,P08123,P24001,1,0.526829268292683,0.4016814524610243,0.4642553603768536,0,,,,,,,0,COL1A2,IL32,1,0,1
123932,O75356,P02461,1,0.551219512195122,0.4016329009608462,0.476426206577984,0,,,,,,,0,ENTPD5,COL3A1,0,1,1
124148,P18075,Q5HYK7,1,0.551219512195122,0.401632999752123,0.4764262559736225,0,,,,,,,0,BMP7,SH3D19,1,0,1
124653,P10415,Q9Y6F7,1,0.551219512195122,0.4016330033554393,0.4764262577752806,0,,,,,,,0,BCL2,CDY2B,1,0,1
124871,P25940,Q8IYB9,1,0.526829268292683,0.4016811102876251,0.464255189290154,0,,,,,,,0,COL5A3,ZNF595,1,0,1
125261,Q04206,Q3B7T3,1,0.551219512195122,0.4016329719092728,0.4764262420521974,0,,,,,,,0,RELA,BEAN1,1,0,1
125530,P08123,Q15459,1,0.551219512195122,0.4016329626587329,0.4764262374269274,0,,,,,,,0,COL1A2,SF3A1,1,0,1
125793,P03372,Q9H8M5,1,0.526829268292683,0.4016332376265984,0.4642312529596407,0,,,,,,,0,ESR1,CNNM2,1,0,1
126337,P02452,P02452,1,0.8146341463414634,0.3981755420136626,0.606404844177563,0,,,,,,,0,COL1A1,COL1A1,1,1,1
127679,P05997,Q13084,1,0.551219512195122,0.4016329280651385,0.4764262201301302,0,,,,,,,0,COL5A2,MRPL28,1,0,1
128133,Q96PU9,Q9Y4K3,1,0.551219512195122,0.4016329363358972,0.4764262242655096,0,,,,,,,0,ODF3,TRAF6,0,1,1
129469,P02452,Q8IWF9,1,0.551219512195122,0.4016328812482411,0.4764261967216815,0,,,,,,,0,COL1A1,CCDC83,1,0,1
129729,Q8NH49,Q9Y4K3,1,0.551219512195122,0.4016329109273474,0.4764262115612346,0,,,,,,,0,OR4X1,TRAF6,0,1,1
129985,P25940,Q9NQ79,1,0.526829268292683,0.4016812054209993,0.4642552368568411,0,,,,,,,0,COL5A3,CRTAC1,1,0,1
130155,P04637,P21781,1,0.551219512195122,0.4016331355795237,0.4764263238873228,0,,,,,,,0,TP53,FGF7,1,0,1
130342,P17612,Q5HYK7,1,0.551219512195122,0.4016329957249017,0.4764262539600118,0,,,,,,,0,PRKACA,SH3D19,1,0,1
130496,P17612,Q8N9U0,1,0.526829268292683,0.4016331723970959,0.4642312203448894,0,,,,,,,0,PRKACA,TC2N,1,0,1
132541,P43235,Q7Z6I6,1,0.551219512195122,0.401633035233938,0.47642627371453,0,,,,,,,0,CTSK,ARHGAP30,1,0,1
134155,P02452,Q6NUS6,1,0.551219512195122,0.4016329422047053,0.4764262271999137,0,,,,,,,0,COL1A1,TCTN3,1,0,1
136087,O60602,P23219,1,0.551219512195122,0.4016331810160088,0.4764263466055654,0,,,,,,,0,TLR5,PTGS1,0,1,1
136177,P08123,Q96NX5,1,0.526829268292683,0.401633238423816,0.4642312533582494,0,,,,,,,0,COL1A2,CAMK1G,1,0,1
136216,P35354,Q5THK1,1,0.551219512195122,0.4016327697382799,0.4764261409667009,0,,,,,,,0,PTGS2,PRR14L,1,0,1
136225,P02461,Q4VC44,1,0.551219512195122,0.4016329334609947,0.4764262228280583,0,,,,,,,0,COL3A1,FLYWCH1,1,0,1
136475,A6NLE4,P08123,1,0.526829268292683,0.4016811375531201,0.4642552029229015,0,,,,,,,0,SMIM23,COL1A2,0,1,1
136698,P02461,Q9BQA1,1,0.526829268292683,0.4016813865672834,0.4642553274299832,0,,,,,,,0,COL3A1,WDR77,1,0,1
137632,P02452,Q15696,1,0.551219512195122,0.4016329829517323,0.4764262475734271,0,,,,,,,0,COL1A1,ZRSR2,1,0,1
137800,P04198,P62253,1,0.551219512195122,0.4016329230660617,0.4764262176305918,0,,,,,,,0,MYCN,UBE2G1,1,0,1
138065,Q04206,Q92913,1,0.551219512195122,0.4016328839442572,0.4764261980696896,0,,,,,,,0,RELA,FGF13,1,0,1
138124,O15466,P25940,1,0.5219512195121951,0.4016810749917038,0.4618161472519494,0,,,,,,,0,ST8SIA5,COL5A3,0,1,1
138480,A7XYQ1,O14788,1,0.551219512195122,0.4016329776389755,0.4764262449170487,0,,,,,,,0,SOBP,TNFSF11,0,1,1
138587,O00425,P42574,1,0.551219512195122,0.401633016325013,0.4764262642600675,0,,,,,,,0,IGF2BP3,CASP3,0,1,1
139177,Q14165,Q9Y4K3,1,0.551219512195122,0.4016328836440317,0.4764261979195768,0,,Q14165,Q9Y4K3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",taxid:9606(Homo sapiens),2.0,1,MLEC,TRAF6,0,1,1
139397,O15381,Q9Y4K3,1,0.551219512195122,0.4016328561029913,0.4764261841490567,0,,,,,,,0,NVL,TRAF6,0,1,1
139609,P02461,Q8NHS2,1,0.551219512195122,0.4016329698016674,0.4764262409983947,0,,,,,,,0,COL3A1,GOT1L1,1,0,1
140956,P42574,Q9ULH7,1,0.526829268292683,0.4016332121663549,0.4642312402295189,0,,,,,,,0,CASP3,MRTFB,1,0,1
141793,A0A0C4DH41,P12643,1,0.551219512195122,0.4016330418119468,0.4764262770035344,0,,,,,,,0,IGHV4-61,BMP2,0,1,1
142078,P02452,Q8N7P3,1,0.526829268292683,0.4016811906130863,0.4642552294528846,0,,,,,,,0,COL1A1,CLDN22,1,0,1
142292,P05412,P05412,1,0.8439024390243903,0.4121361294411642,0.6280192842327772,0,,P05412,P05412,"psi-mi:""MI:0364""(inferred by curator)",taxid:9606(Homo sapiens),2.0,1,JUN,JUN,1,1,1
142937,P34972,Q9H313,1,0.551219512195122,0.4016332326118229,0.4764263724034724,0,,,,,,,0,CNR2,TTYH1,1,0,1
144050,A2IDD5,P02461,1,0.526829268292683,0.4016811255348098,0.4642551969137464,0,,,,,,,0,CCDC78,COL3A1,0,1,1
144858,P34972,Q8TB24,1,0.5219512195121951,0.4016811922580764,0.4618162058851358,0,,,,,,,0,CNR2,RIN3,1,0,1
145594,P18075,Q76L83,1,0.551219512195122,0.4016331298777856,0.4764263210364537,0,,,,,,,0,BMP7,ASXL2,1,0,1
146046,P05997,Q5VWK0,1,0.551219512195122,0.4016328818365035,0.4764261970158127,0,,,,,,,0,COL5A2,NBPF6,1,0,1
146121,P25940,Q14623,1,0.551219512195122,0.4016328327516163,0.4764261724733691,0,,,,,,,0,COL5A3,IHH,1,0,1
146168,P05997,Q8N9B8,1,0.551219512195122,0.4016329871683243,0.4764262496817231,0,,,,,,,0,COL5A2,RASGEF1A,1,0,1
146498,P01782,P04198,1,0.551219512195122,0.4016329501329466,0.4764262311640342,0,,,,,,,0,IGHV3-9,MYCN,0,1,1
146610,P05997,Q9HA72,1,0.551219512195122,0.4016330150271094,0.4764262636111157,0,,,,,,,0,COL5A2,CALHM2,1,0,1
146920,P05997,Q9Y2Q1,1,0.5219512195121951,0.4016812341519081,0.4618162268320516,0,,,,,,,0,COL5A2,ZNF257,1,0,1
147605,P02461,Q13946,1,0.551219512195122,0.4016329253483201,0.4764262187717211,0,,,,,,,0,COL3A1,PDE7A,1,0,1
147669,P02461,Q9UK13,1,0.551219512195122,0.4016328968361325,0.4764262045156272,0,,,,,,,0,COL3A1,ZNF221,1,0,1
148049,P08123,Q9BQQ7,1,0.526829268292683,0.4016812374346793,0.4642552528636811,0,,,,,,,0,COL1A2,RTP3,1,0,1
148361,O15240,Q9UNN8,1,0.526829268292683,0.4016332531592808,0.4642312607259818,0,,,,,,,0,VGF,PROCR,0,1,1
148376,P02818,Q1W6H9,1,0.551219512195122,0.4016332759021078,0.4764263940486148,0,,,,,,,0,BGLAP,FAM110C,1,0,1
148573,P02461,Q5VV17,1,0.551219512195122,0.4016330550249173,0.4764262836100196,0,,,,,,,0,COL3A1,OTUD1,1,0,1
149629,P43235,Q2TAK8,1,0.551219512195122,0.4016330330466752,0.4764262726208986,0,,,,,,,0,CTSK,PWWP3A,1,0,1
150424,Q8IXK0,Q9Y4K3,1,0.526829268292683,0.4016330821791192,0.4642311752359011,0,,,,,,,0,PHC2,TRAF6,0,1,1
150642,P25940,Q9Y4R8,1,0.551219512195122,0.4016329441357668,0.4764262281654444,0,,,,,,,0,COL5A3,TELO2,1,0,1
150927,P25940,Q6XPS3,1,0.526829268292683,0.4016811507672603,0.4642552095299716,0,,,,,,,0,COL5A3,TPTE2,1,0,1
150967,P02461,Q5VUY2,1,0.551219512195122,0.4016329450087295,0.4764262286019257,0,,,,,,,0,COL3A1,AADACL4,1,0,1
151023,P28482,Q96SR6,1,0.526829268292683,0.4016333074053941,0.4642312878490385,0,,,,,,,0,MAPK1,ZNF382,1,0,1
151141,P02818,P51608,1,0.526829268292683,0.4016332818089245,0.4642312750508037,0,,,,,,,0,BGLAP,MECP2,1,0,1
151719,Q6P1N0,Q9Y4K3,1,0.526829268292683,0.4016331478905359,0.4642312080916094,0,,,,,,,0,CC2D1A,TRAF6,0,1,1
151751,Q9H346,Q9Y4K3,1,0.526829268292683,0.4016333193676142,0.4642312938301486,0,,,,,,,0,OR52D1,TRAF6,0,1,1
151981,P05997,Q8N1B3,1,0.551219512195122,0.4016329969129742,0.4764262545540481,0,,,,,,,0,COL5A2,CCNQ,1,0,1
153388,O00592,Q9BQB4,1,0.5365853658536585,0.4016331102537854,0.4691092380537219,0,,,,,,,0,PODXL,SOST,0,1,1
155159,O60268,P05997,1,0.526829268292683,0.4016332032596119,0.4642312357761474,0,,,,,,,0,KIAA0513,COL5A2,0,1,1
155723,P0DJI8,Q9BQB4,1,0.551219512195122,0.4016330112094696,0.4764262617022958,0,,,,,,,0,SAA1,SOST,0,1,1
156511,O14788,O43290,1,0.551219512195122,0.4016328654235547,0.4764261888093383,0,,,,,,,0,TNFSF11,SART1,1,0,1
156586,P10451,Q96M63,1,0.551219512195122,0.4016331277727444,0.4764263199839332,0,,,,,,,0,SPP1,ODAD1,1,0,1
156907,P02461,Q8N9K5,1,0.551219512195122,0.4016329001654311,0.4764262061802765,0,,,,,,,0,COL3A1,ZNF565,1,0,1
157250,O14788,Q5T5S1,1,0.551219512195122,0.4016331070692952,0.4764263096322086,0,,,,,,,0,TNFSF11,CCDC183,1,0,1
157954,P04637,Q14807,1,0.551219512195122,0.4016330289480034,0.4764262705715627,0,,,,,,,0,TP53,KIF22,1,0,1
158061,Q04206,Q8NHC7,1,0.551219512195122,0.4016331392461136,0.4764263257206178,0,,,,,,,0,RELA,OR14C36,1,0,1
158170,A6NDK9,P12643,1,0.551219512195122,0.4016331404212355,0.4764263263081787,0,,,,,,,0,GOLGA6C,BMP2,0,1,1
158659,A0A1B0GVH7,P02461,1,0.551219512195122,0.4016328996528122,0.4764262059239671,0,,,,,,,0,IQCM,COL3A1,0,1,1
158724,Q16539,Q8IZ41,1,0.551219512195122,0.4016329608445637,0.4764262365198428,0,,,,,,,0,MAPK14,RASEF,1,0,1
159089,P12931,Q14865,1,0.5219512195121951,0.4016811382584956,0.4618161788853454,0,,,,,,,0,SRC,ARID5B,1,0,1
159485,P01106,P01106,1,0.946341463414634,0.4093013034591697,0.6778213834369018,0,,,,,,,0,MYC,MYC,1,1,1
161016,P43235,Q14126,1,0.5219512195121951,0.4016813257542555,0.4618162726332253,0,,,,,,,0,CTSK,DSG2,1,0,1
161092,P05997,Q9NXH9,1,0.551219512195122,0.4016328934215273,0.4764262028083246,0,,,,,,,0,COL5A2,TRMT1,1,0,1
161185,A9YTQ3,P05997,1,0.551219512195122,0.40163287361322,0.476426192904171,0,,,,,,,0,AHRR,COL5A2,0,1,1
161379,Q8NGJ7,Q9Y4K3,1,0.551219512195122,0.4016332353550931,0.4764263737751075,0,,,,,,,0,OR51A2,TRAF6,0,1,1
161906,P02452,Q9H6H4,1,0.551219512195122,0.4016328294374993,0.4764261708163106,0,,,,,,,0,COL1A1,REEP4,1,0,1
163276,P12931,Q9Y620,1,0.551219512195122,0.4016330871608529,0.4764262996779874,0,,,,,,,0,SRC,RAD54B,1,0,1
164458,P10415,Q01538,1,0.526829268292683,0.4016814037018504,0.4642553359972666,0,,,,,,,0,BCL2,MYT1,1,0,1
164621,P08123,Q8IVV7,1,0.551219512195122,0.4016329797480912,0.4764262459716066,0,,,,,,,0,COL1A2,GID4,1,0,1
166050,P02461,Q9HCM4,1,0.551219512195122,0.4016332568178603,0.4764263845064911,0,,,,,,,0,COL3A1,EPB41L5,1,0,1
166075,O14788,Q3KNS6,1,0.526829268292683,0.4016331396445783,0.4642312039686306,0,,,,,,,0,TNFSF11,ZNF829,1,0,1
167233,O14788,Q8NEN0,1,0.551219512195122,0.4016328819084769,0.4764261970517994,0,,,,,,,0,TNFSF11,ARMC2,1,0,1
167549,P02452,Q8N9L9,1,0.551219512195122,0.4016332349537733,0.4764263735744476,0,,,,,,,0,COL1A1,ACOT4,1,0,1
168096,P04637,Q14568,1,0.5219512195121951,0.4016331311131224,0.4617921753126587,0,,,,,,,0,TP53,HSP90AA2P,1,0,1
169557,P05412,Q92750,1,0.551219512195122,0.401632981256688,0.476426246725905,0,,,,,,,0,JUN,TAF4B,1,0,1
170586,Q6ZVL8,Q9BQB4,1,0.551219512195122,0.4016331106869343,0.4764263114410281,0,,,,,,,0,,SOST,0,1,1
170680,P12643,P49910,1,0.551219512195122,0.4016329971373958,0.4764262546662589,0,,,,,,,0,BMP2,ZNF165,1,0,1
170868,P02461,Q8IX04,1,0.551219512195122,0.4016330632620565,0.4764262877285892,0,,,,,,,0,COL3A1,UEVLD,1,0,1
171435,P25940,Q8N0S6,1,0.551219512195122,0.4016328137059588,0.4764261629505404,0,,,,,,,0,COL5A3,CENPL,1,0,1
172060,P18858,P31749,1,0.551219512195122,0.4016330854044603,0.4764262987997911,0,,,,,,,0,LIG1,AKT1,0,1,1
172908,P21580,P43235,1,0.551219512195122,0.401632983042023,0.4764262476185725,0,,,,,,,0,TNFAIP3,CTSK,0,1,1
173257,P07333,Q96J66,1,0.551219512195122,0.4016328059855247,0.4764261590903234,0,,,,,,,0,CSF1R,ABCC11,1,0,1
173801,P05165,P31749,1,0.551219512195122,0.401632881398822,0.4764261967969719,0,,,,,,,0,PCCA,AKT1,0,1,1
173842,P06401,P07225,1,0.551219512195122,0.4016329086924614,0.4764262104437917,0,,,,,,,0,PGR,PROS1,1,0,1
173851,P25940,Q5MNV8,1,0.551219512195122,0.4016328657933192,0.4764261889942206,0,,,,,,,0,COL5A3,FBXO47,1,0,1
173854,P05412,P82932,1,0.551219512195122,0.4016330223131766,0.4764262672541492,0,,,,,,,0,JUN,MRPS6,1,0,1
